"","in_uhc_familiar","in_uhc_change","in_cap_familiar","in_cap_change","in_ai_familiar","in_ai_change","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","time","uhc_support","cap_support","ai_support","uhc_mconv","cap_mconv","ai_mconv"
"628",-50,50,30,-10,10,30,"I liked that you provided articles that had definitions because I, at first, was not familiar with all the things brought up.","N/A",6,19,"Female","Caucasian/White","Freshman","92670","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,2,"post",-30,-40,20,15.5714285714286,41.4285714285714,8.57142857142857
"629",17,26,-7,7,21,13,"I liked how new information was presented to me after I had already answered questions. The new information made me reflect back on the answers I had just given, and rethink my answers before giving them again.","A lot of the morality questions were super silimar, so they were a little tricky to read, but other than that none. ",5,18,"Female","Caucasian/White","Freshman","92686","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,2.83333333333333,"post",4,-29,6,7.71428571428571,18.2857142857143,-8.14285714285714
"630",20,31,31,-41,11,12,"I like that it was straight forward and the questions were easy to understand. ","None",1,18,"Female","Caucasian/White","Freshman","92223","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2,"post",22,-50,11,-1.71428571428571,49.2857142857143,4.71428571428571
"631",22,21,43,29,50,22,"I liked that we got to read essays about someone's thoughts, and I liked that they showed statistics of what people actually believe in that survey. ","Some of the questions were so similar it was hard to figure out how they differed when responding. ",6,18,"Female","Caucasian/White","Freshman","92489","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3,"post",25,34,33,12.7142857142857,30.1428571428571,-7
"632",-20,25,-44,35,22,0,"I liked seeing the percentages of what others opinions were","I noticed that Im not very educated on important things that are currently going on in the world. ",1,19,"Female","Hispanic/Latino(a)","Freshman","92533","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3,"post",16,16,-9,-1.71428571428571,20.1428571428571,7.57142857142857
"633",20,30,10,35,30,10,"I liked that I was able to reflect on my opinions for the questions again after reading the essays and seeing the 2018 poll results. The essays were interesting opinion pieces.","It would have been nice to see both sides of the coin for the essays, and it would have been nice if the essays were described as opinion pieces, I was first under the assumption I was going to read a factual/[proven piece.",1,18,"Female","Caucasian/White","Freshman","91703","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3,"post",45,15,20,42,38.7142857142857,37.1428571428571
"634",-10,-35,-30,-25,15,10,"I got to see the actual percentages of Americans that agreed with the statements after I completed the estimations for those percentages.","I struggled to estimate what Americans thought in 2018 because I was only 12 years old at the time, so I didn't really pay attention to much of what the world thought.",6,18,"Male","Caucasian/White","Freshman","91956","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,2.5,"post",-10,-15,-40,15.7142857142857,20.7142857142857,32.1428571428571
"635",-20,10,10,-50,-18,50,"I don't know.","It is not very interesting",4,18,"Male","Caucasian/White","Freshman","91377","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,2.5,"post",28,-50,50,3.14285714285714,-35.7142857142857,0.714285714285714
"636",-10,-20,30,35,20,-30,"I like that you collected information on how we felt on certain topics before and after telling us what the rest of the population believes. It helps show if we are easily swayed by public opinion. ","For some topics I just felt I was educated enough to give my full opinion, I was basically just going off of the limited information I already had about the topic ",2,18,"Female","African-American/Black","Freshman","92191","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3.33333333333333,"post",30,-30,-20,25.7142857142857,13.8571428571429,-18.7142857142857
"637",-5,20,-3,3,10,3,"I was interested in reading the stats of the stances people had on these topics","Knowing where I stood on each issue, and how far to drag the slider when I agreed/disagreed",3,20,"Female","Caucasian/White,African-American/Black","Sophmore","92700","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3.16666666666667,"post",20,13,29,20.5714285714286,19.4285714285714,3.42857142857143
"638",30,25,50,20,50,25,"I liked how it talked about some of the big political/ethical issues in America that are going on right now. I like how it asked for my opinion and gave me information about the topics.","It was challenging giving my opinion on these hard topics because I'm not really someone who shares my opinion about political stances.",4,18,"Female","Caucasian/White","Freshman","92186","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3.5,"post",50,30,-30,24.2857142857143,17.1428571428571,15.7142857142857
"639",-37,-12,15,-32,21,8,"Forced me to think about and consider my opinions and stances on societal issues.","understanding differences in some of the (very similar looking) questions, and further thinking about their implications.",2,19,"Female","Caucasian/White","Sophmore","91904","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.33333333333333,"post",32,-21,-12,26.8571428571429,13.4285714285714,15.5714285714286
"640",50,-39,27,-12,34,-23,"I liked understanding results from 2018.","I had challenges understanding the difference between some questions.",3,18,"Male","Caucasian/White","Freshman","91972","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,3,"post",-10,-38,50,-22.8571428571429,33.7142857142857,-14
"641",15,-10,20,-40,20,10,"I liked the inclusion of statistics from 2018","With AI, I noticed I felt very neutral about the issue. I feel that the issues that more directly affected humans were more important and meaningful to me.",2,18,"Female","Caucasian/White","Freshman","92193","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,2.33333333333333,"post",40,40,0,50,47.1428571428571,5.71428571428571
"642",25,30,40,41,50,50,"Comparing past sentiments with your own","moral dilemas",1,19,"Female","Caucasian/White","Sophmore","91492","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.5,2.16666666666667,"post",31,30,-31,39.4285714285714,39.8571428571429,40.2857142857143
"643",-42,45,29,-40,36,18,"I liked the way how questions were asked","i din’t have any",6,24,"Female","Other","Freshman","92401","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",2.66666666666667,2.5,"post",32,28,19,19.8571428571429,16.2857142857143,11
"644",16,30,17,-21,33,-5,"seeing other perspectives","reading all the essays ",1,19,"Female","Caucasian/White","Sophmore","91937","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",1.5,3.5,"post",18,-24,23,23,19.5714285714286,18.8571428571429
"645",17,36,2,42,23,50,"I liked that it gave me information and and allowed me to read up on what I was answering questions on. It gave me time to consider other perspectives.","Having to guess what other people would think about it",1,18,"Female","Caucasian/White","Freshman","92146","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.66666666666667,"post",35,25,26,28.4285714285714,13.1428571428571,24.1428571428571
"646",20,-10,22,22,32,10,"I thought that the issues talked about were very relevant. ","My opinions on universal healthcare are not very strong. ",6,19,"Male","Caucasian/White","Sophmore","91210","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,3,"post",-21,21,-25,0.428571428571429,15.5714285714286,20.7142857142857
"647",-33,27,21,19,29,30,"That I am able to decide how I feel about the topics, then also have to ability to change how I feel about the topics after learning about them.","It was hard to believe that the true percentage of Americans that believe in the different topics were as drastic as they were.",6,18,"Male","Caucasian/White","Freshman","91410","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.66666666666667,"post",12,18,-18,4.28571428571429,12,17.1428571428571
"648",28,29,12,0,31,23,"being given information and then reapply my beliefs with the new information.","I don't remember the numbers I slid over to, so when my opinion gained or lessened I wasn't sure if I was accurately expressing that. I think it wouldve been been better to just have ""agree"" ""slightly agree"" etc. ",2,18,"Female","Caucasian/White","Freshman","91444","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3,"post",37,-31,27,33.7142857142857,33.2857142857143,9.14285714285714
"649",10,30,30,-46,41,-9,"I like that this exercise covered an array of different issues. I think my opinion on universal health care changed a little. However, it's good to know I can't lose my morals about killing people and how I think it's wrong just based on another study I saw. ","I struggled with the questions about AI because I don't hold much opinion on that subject. Also, is was frustrating to know what other people thought in 2018, especially about the death penalty.",8,19,"Female","Caucasian/White","Junior","91184","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,3.16666666666667,"post",30,-46,11,16.5714285714286,37.7142857142857,3.85714285714286
"650",-2,30,-29,0,8,18,"I feel I learned a lot about the opinions of Americans.","I didn't know what they were asking at times.",3,18,"Female","Caucasian/White","Freshman","91317","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,2.83333333333333,"post",23,18,19,9.85714285714286,6.28571428571429,9.42857142857143
"651",0,1,20,10,19,-10,"n/a","n/a",5,18,"Female","Caucasian/White","Freshman","91488","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.66666666666667,"post",30,20,-50,21,19.7142857142857,-3
"652",16,15,17,1,3,10,"I liked that it challenged my thoughts by providing information and then having me re-answer the questions newly informed","Deciding what my answers should be.",1,18,"Female","Caucasian/White","Freshman","91718","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,2.66666666666667,"post",41,-48,11,14.8571428571429,12.8571428571429,3.28571428571429
"653",-10,0,-11,-7,10,0,"How it shows the stance on certain things that are going on in the world today.  ","I do not really like to talk about my stance on most things. ",1,18,"Female","Caucasian/White","Freshman","91802","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3,"post",10,3,-15,1,0.571428571428571,-0.285714285714286
"654",27,33,-13,-20,38,-19,"I liked the exercise I just completed because the questions were deeper-connected. I also liked reading about how the population feels and how people feel about today's situations.","The challenge I experienced with the exercise I just completed was defining my morals as I am still trying to find who I am.",1,18,"Female","Caucasian/White","Freshman","91787","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3.83333333333333,"post",35,16,27,27.4285714285714,14.2857142857143,13.5714285714286
"655",4,1,13,-2,14,-6,"I liked how the articles about the certain topics were informative ","Trying to think of all the perpectives on the issue ",9,19,"Female","Caucasian/White","Freshman","91734","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3,3,"post",0,9,-45,10.1428571428571,-0.428571428571429,2.85714285714286
"656",-25,-8,15,-5,13,17,"It let me give my personal opinions. ","Thinking of how I think about certain points. ",4,18,"Female","Caucasian/White","Freshman","91794","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3,"post",16,-27,4,8.42857142857143,20,8.85714285714286
"657",21,12,20,-3,31,21,"I liked how it taught me other peoples thoughts and feeling on certain things going on. It was able to make me think.","No challenges",2,19,"Female","Caucasian/White","Freshman","92487","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,2.16666666666667,"post",33,-28,-15,21,20.7142857142857,17.8571428571429
"658",15,11,10,21,34,-9,"it was easy to follow","it was repetitive ",2,18,"Male","Hispanic/Latino(a)","Freshman","91136","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,2.83333333333333,"post",42,36,28,27.5714285714286,32.1428571428571,20.4285714285714
"659",-19,20,26,-32,26,-15,"I feel passionately about some of the topics that were discussed.","Trying to understand the wording of a few of the questions.",6,18,"Female","Caucasian/White","Freshman","91311","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.5,"post",5,-44,-36,20,39.1428571428571,29.1428571428571
"660",-28,10,-17,7,7,19,"I liked thinking about ethics and AI.","I didn't have any challengers.",4,20,"Female","Caucasian/White","Sophmore","91944","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",2.83333333333333,2.83333333333333,"post",15,21,9,2.42857142857143,-3.14285714285714,-0.857142857142857
"661",14,48,26,48,50,50,"i liked how it gave before and after questions. i think that shows how much is learned and information that is processed.","i had no challenges.",7,18,"Female","Caucasian/White","Freshman","91288","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,2.83333333333333,"post",35,25,34,12.1428571428571,12.1428571428571,3.14285714285714
"662",10,-10,10,10,20,10,"I liked many answer choices because it was easier to pick how I felt. ","There were many answer choices, which could make it difficult because you have more to pick from. ",6,18,"Female","Caucasian/White","Freshman","92451","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3,"post",10,10,10,1.42857142857143,4.28571428571429,5.71428571428571
"663",25,10,30,-10,25,15,"Repetition of questions after new information was presented","Thinking critically about moral issues",7,19,"Male","Caucasian/White","Freshman","92436","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3.33333333333333,"post",-15,-25,20,11.8571428571429,45.5714285714286,5
"664",35,0,50,-50,1,-1,"I liked learning what other Americans think about certain issues. ","General uncomfortableness with some of the statistics/takes Americans have had on social issues. ",1,19,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman","91483","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,2.66666666666667,"post",50,-50,10,50,50,-37.1428571428571
"665",9,23,20,-9,50,39,"mcq.","too many reading.",1,20,"Male","Asian/Pacific Islander","Sophmore","92666","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,3,"post",50,50,50,16.1428571428571,-2.28571428571429,-0.857142857142857
"666",-33,25,20,-25,15,20,"I liked the different perspective you could get from the essays.","Dissecting my personal beliefs about the issues and where they come from. ",6,19,"Male","Caucasian/White","Sophmore","91417","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3,"post",11,-28,42,-7.57142857142857,46.4285714285714,-26.5714285714286
