"","X","in_uhc_supp","in_uhc_familiar","in_uhc_change","in_cap_supp","in_cap_familiar","in_cap_change","in_ai_supp","in_ai_familiar","in_ai_change","fn_uhc_supp","fn_cap_supp","fn_ai_supp","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","in_uhc_conviction","in_cap_conviction","in_ai_conviction","fn_uhc_conviction","fn_cap_conviction","fn_ai_conviction","uhc_cat","cap_cat","ai_cat"
"318",318,31,6,29,-17,34,-18,-31,41,-19,31,-11,-33,"I think these are topics that are very relevant to today especially as I am at the age where I can now vote. ","Some of the topics I am not as passionate about so it wasn't as important for me to answer these. ",4,18,"Female","Caucasian/White","Freshman",91730,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3,31.1428571428571,31,18.7142857142857,15,30.4285714285714,22.1428571428571,"Positive","Negative","Negative"
"319",319,-50,45,-40,40,41,-10,31,41,10,-29,30,12,"Quick and easy. ","N/A",7,19,"Male","Caucasian/White","Sophmore",91085,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,4,-11.5714285714286,22.2857142857143,-10.2857142857143,-5.28571428571429,13.5714285714286,-6.14285714285714,"Negative","Positive","Positive"
"320",320,50,21,19,-50,50,-41,50,50,50,31,-50,25,"N/A","N/A",3,19,"Female","Caucasian/White","Freshman",91980,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",2,2.5,-5.28571428571429,41.8571428571429,-6,-11.4285714285714,24.2857142857143,-13.7142857142857,"Positive","Negative","Positive"
"321",321,4,0,-17,7,-22,3,2,1,1,0,0,12,"the questions on problems in the U.S.","moral beliefs and questions on universal health and not in the health field",9,18,"Male","Caucasian/White","Freshman",91123,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,4,2.85714285714286,-0.428571428571429,-0.714285714285714,0.285714285714286,0.285714285714286,0.428571428571429,"Neutral","Positive","Neutral"
"322",322,50,21,14,-50,28,-50,15,50,4,41,-50,-24,"I liked how easy it was to understand and complete. ","None",3,19,"Female","Caucasian/White","Freshman",91818,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,2.5,29.7142857142857,36.7142857142857,-7.85714285714286,37.2857142857143,35.7142857142857,-17,"Positive","Negative","Positive"
"323",323,-31,31,16,-37,30,32,25,34,28,-20,-24,32,"The topics discussed because they are very prominent in today's day and age. ","Choosing the slider location ",8,19,"Female","Caucasian/White","Freshman",92027,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.83333333333333,2.83333333333333,10.7142857142857,28.2857142857143,23.4285714285714,21.5714285714286,26.8571428571429,27,"Negative","Negative","Positive"
"324",324,15,10,30,-40,10,20,-20,35,15,30,-10,20,"I liked how it let me give my opinions first, then read how others on surveys responded, and then allowing em to answer again while thinking of those surveys.","I did not have any challenges.",3,18,"Male","Caucasian/White","Freshman",91615,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,2.16666666666667,23.5714285714286,20,-1.57142857142857,32.1428571428571,23.5714285714286,7.14285714285714,"Positive","Negative","Negative"
"325",325,3,2,6,3,4,3,3,3,5,1,1,1,"EVerything","not much",3,19,"Male","Caucasian/White","Freshman",91862,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3,3,2.85714285714286,2.85714285714286,2.42857142857143,0.857142857142857,0.428571428571429,0.714285714285714,"Neutral","Neutral","Neutral"
"326",326,20,7,11,9,23,7,-50,30,-10,19,37,-45,"I liked how there was a scale to rate how you felt so that it was not so black and white in my response. ","I have mixed emotions on some topics, so it was difficult to rate my opinion. ",6,18,"Female","Caucasian/White","Freshman",92137,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.66666666666667,3.33333333333333,14.7142857142857,9.28571428571429,18.1428571428571,12.4285714285714,13.1428571428571,12.2857142857143,"Positive","Positive","Negative"
"327",327,24,-25,31,0,23,10,-50,19,10,14,12,-50,"the opinion based by the sliders","nothing",5,18,"Male","Caucasian/White","Freshman",92281,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.83333333333333,7.71428571428571,23,7.57142857142857,3.28571428571429,16.4285714285714,1.28571428571429,"Positive","Neutral","Negative"
"328",328,20,50,-10,-40,50,-40,-50,50,-50,20,-40,-50,"It let me answer on all the topics again after seeing how other Americans thought. ","Some of the questions seemed very similar so it was hard for me to really differentiate any of my answers. ",5,18,"Male","Caucasian/White","Freshman",92523,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,32.8571428571429,50,-31.4285714285714,44.2857142857143,50,-18.5714285714286,"Positive","Negative","Negative"
"329",329,1,-50,20,-10,-20,20,-21,31,8,-9,14,-26,"The ability to specify the number instead of picking in intervals of 5","Not many other than tweaking a few numbers from the first time I took the survey",6,18,"Male","Caucasian/White,Hispanic/Latino(a)","Freshman",92285,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3.33333333333333,4.71428571428571,4.28571428571429,11.7142857142857,7.14285714285714,11.8571428571429,6.14285714285714,"Neutral","Negative","Negative"
"330",330,7,-20,30,-20,25,-10,-20,20,10,10,-20,-20,"I liked that it gave statistics from the past and that it talked about morality.","I had a hard time guessing what the publics stance was on the ethical issues.",5,18,"Female","Caucasian/White","Freshman",91358,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,2.16666666666667,19.7142857142857,50,20,30,50,20,"Positive","Negative","Negative"
"331",331,28,15,24,-41,17,-13,15,22,15,28,-10,35,"I liked the way this exercise was set up. It was smart to ask my me opinions, then introduce others opinions and see in the end, with asking me my opinion again, if it had changed. ","I wanted to be able to explain my answers more than I was able to. I was also surprised with some other people's views and it made me reconsider some of my own thoughts a little nit. ",7,19,"Female","Caucasian/White","Freshman",92111,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,22.7142857142857,26.7142857142857,-3.85714285714286,28.5714285714286,19.5714285714286,-0.714285714285714,"Positive","Negative","Positive"
"332",332,32,13,-8,-20,-10,-7,7,9,6,23,-9,17,"I liked there was a sliding scale for some of the questions. It allows for a more in depth view of an opinion.","none.",2,18,"Female","Caucasian/White","Freshman",91185,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,3,13.4285714285714,16.5714285714286,1.85714285714286,12.8571428571429,31.1428571428571,-8.57142857142857,"Positive","Negative","Positive"
"333",333,-28,42,0,-21,39,37,-22,46,28,-18,-11,-37,"There is a wide range of how much i can say i agree or disagree","it was repetitive",3,18,"Male","Caucasian/White","Freshman",91922,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.33333333333333,-45.7142857142857,49.1428571428571,14.4285714285714,-14.1428571428571,20,18.8571428571429,"Negative","Negative","Negative"
"334",334,21,42,9,50,50,8,-50,50,-41,21,50,-50,"It talked about a variety of topics ","I didn't really think that AI should be used in the workplace ",5,18,"Male","Caucasian/White","Freshman",91086,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.33333333333333,2.33333333333333,-30.1428571428571,-5,3.57142857142857,2.71428571428571,3.71428571428571,4.14285714285714,"Positive","Positive","Negative"
"335",335,25,10,-13,-21,27,15,-11,24,18,31,-15,-9,"Seeing the statistics of Americans view on AI, Capital Punishment, and Universal Healthcare","I didn't really have any challenges",3,18,"Male","African-American/Black","Freshman",92715,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.33333333333333,2.83333333333333,6.42857142857143,25,12.4285714285714,15.4285714285714,18.5714285714286,20,"Positive","Negative","Negative"
"336",336,25,10,25,30,44,-15,-24,28,41,-8,11,-28,"getting to see other people's insight on some interesting moral questions","thinking about how i actually feel on the given topics",8,19,"Male","Caucasian/White","Freshman",92143,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.16666666666667,3.33333333333333,-24,17.8571428571429,27.4285714285714,1.14285714285714,20.2857142857143,21,"Positive","Positive","Negative"
"337",337,10,-11,24,-50,-16,-8,-26,19,9,14,-27,-17,"Seeing the difference between my standpoint and others.","Really thinking about the topics at hand.",2,18,"Female","Caucasian/White","Freshman",92499,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.5,2.83333333333333,2.42857142857143,2.57142857142857,-1.71428571428571,0.571428571428571,3.14285714285714,2.14285714285714,"Positive","Negative","Negative"
"338",338,35,20,30,-10,20,20,-40,40,30,40,40,25,"I really liked that it was sort of interactive. We were given real point of views for each of the moral issues. Along with this I also liked how we were able to guess what the population has thought about these issues in the past and then see the results.","I did not have any challenges.",2,19,"Female","Caucasian/White","Freshman",91747,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.5,26.4285714285714,32.1428571428571,20.7142857142857,36.2857142857143,38.5714285714286,34.2857142857143,"Positive","Negative","Negative"
"339",339,13,-9,25,-9,-15,24,38,32,-3,-11,13,30,"the dragging bar to get specific on how i felt about the subject ","there was a lot of little questions that i feel like had the same meaning so you need to limit the amount of repeat questions ",6,18,"Male","Caucasian/White","Freshman",91661,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.16666666666667,2.66666666666667,5.71428571428571,3.71428571428571,12.8571428571429,-7.42857142857143,-3.14285714285714,13.1428571428571,"Positive","Negative","Positive"
"340",340,12,25,-1,-10,37,2,-9,43,5,20,-21,-11,"I like how it asked me about some controversial topics the US can have. ","It was hard for me to really decide what level I felt for each topic. I had to sit and think about it.",1,19,"Female","Caucasian/White","Freshman",92466,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.66666666666667,4.71428571428571,3,8.85714285714286,7.42857142857143,-6.42857142857143,5.71428571428571,"Positive","Negative","Negative"
"341",341,10,10,20,15,20,30,-10,30,50,-10,30,30,"I liked how we got to try to estimate the survey results and then get to see the results after.","There were not many challenges I ran into except for the survey being very repetitive at times so it's harder to stay focused. ",6,18,"Male","Caucasian/White","Freshman",92351,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.5,2.66666666666667,2.14285714285714,3.57142857142857,5.71428571428571,-1.42857142857143,4.57142857142857,11.1428571428571,"Positive","Positive","Negative"
"342",342,41,37,-33,21,22,20,12,38,27,34,23,22,"I liked that you showed the stats before and after we had made our convictions","none",1,20,"Female","Caucasian/White","Junior",91191,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,2,35.5714285714286,29.5714285714286,23.7142857142857,30.1428571428571,28.5714285714286,27.7142857142857,"Positive","Positive","Positive"
"343",343,35,28,29,1,1,1,28,29,36,30,1,39,"all of it ","I am not very familiar with the capital penalty.",4,19,"Female","Caucasian/White","Sophmore",91212,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,2.83333333333333,8.57142857142857,0.714285714285714,4.71428571428571,15.2857142857143,0.714285714285714,11.5714285714286,"Positive","Neutral","Positive"
"344",344,31,1,-22,28,-13,14,28,50,26,12,-50,20,"Relevant topics","not sure how my opinion reflect on the scales",4,19,"Female","Caucasian/White","Freshman",91623,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.16666666666667,2.5,14.4285714285714,4.14285714285714,17.7142857142857,10.8571428571429,31.4285714285714,8.42857142857143,"Positive","Positive","Positive"
"345",345,15,8,26,-16,-18,24,7,39,41,24,-17,36,"I liked how there was a sliding bar and not just options because you could be in the middle of two options and not know which one to pick.","Having to think if its ethical or not.",2,18,"Male","Caucasian/White","Freshman",92524,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3.33333333333333,23,34.4285714285714,22.1428571428571,29.2857142857143,40,17.1428571428571,"Positive","Negative","Positive"
"346",346,32,21,-31,-50,22,-50,20,30,-30,50,-50,23,"It made me think about my beliefs.","It seemed redundant. ",1,22,"Male","Caucasian/White","Junior",91300,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.16666666666667,38.4285714285714,50,-12,50,50,15,"Positive","Negative","Positive"
"347",347,21,26,17,-5,-16,25,-28,38,32,9,26,33,"The articles and statistics given to see how I personally relate to them","Understanding some of the questions",6,18,"Female","Caucasian/White","Freshman",92210,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,30.4285714285714,20.5714285714286,18.4285714285714,17.2857142857143,26.1428571428571,17,"Positive","Negative","Negative"
"348",348,10,-50,20,-50,31,-32,-37,29,-50,30,-50,-50,"It was fun to move the slider.","I was annoyed that I had to answer the questions twice.",4,19,"Female","Caucasian/White","Sophmore",91633,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,3,-0.142857142857143,50,-7.28571428571429,50,50,36.2857142857143,"Positive","Negative","Negative"
"349",349,-30,35,21,1,50,2,-42,50,-50,-23,5,-41,"it made me think and reflex","i do not have a stance on captital punishment because it is just so complex of an issue. ",7,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman",92245,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,2.66666666666667,-6.14285714285714,50,46.2857142857143,15.7142857142857,49.8571428571429,50,"Negative","Neutral","Negative"
"350",350,25,22,0,-5,1,1,-10,50,2,28,2,6,"I liked that it made me think more into my beliefs. I also got to see what others were thinking about. ","The only challenge I had was figuring out if I actually believed in something more than I thought I did or not. ",4,18,"Female","African-American/Black","Freshman",91170,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3.33333333333333,14.1428571428571,4.85714285714286,4.42857142857143,18,17.7142857142857,8.42857142857143,"Positive","Negative","Negative"
"351",351,20,25,-32,-14,0,25,-20,14,-17,25,-5,10,"I found it interesting to see the large number of the American population who were for allowing the use of AI in job application.","Taking a moral stance on the Capital punishment dilemma. I can see pros and cons for each side.",5,19,"Male","Caucasian/White","Freshman",92357,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,2.5,11.4285714285714,9,8.85714285714286,22.1428571428571,15.7142857142857,19.2857142857143,"Positive","Negative","Negative"
"352",352,-10,10,-10,20,20,10,-20,30,10,-9,42,-30,"getting to see the survey results of what others answered ","thinking about what number represented my answers ",8,18,"Female","Caucasian/White","Freshman",92264,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3,1.42857142857143,3.14285714285714,9.14285714285714,1.85714285714286,16,16.4285714285714,"Negative","Positive","Negative"
"353",353,-50,-21,7,-11,25,-10,37,-19,26,-14,-15,21,"Almost nothing, I guess it made me think a little bit about myself and beliefs. ","Having to answer the same questions over and over was quite frustrating. ",9,19,"Male","Caucasian/White","Sophmore",92374,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,3,-34.7142857142857,17.1428571428571,14.8571428571429,-9.28571428571429,-4.57142857142857,-20.4285714285714,"Negative","Negative","Positive"
