"","Duration..in.seconds.","Pre_P1","Pre_P2","Pre_P3","Pre_P4","UTIL_1","UTIL_2","UTIL_3","UTIL_4","UTIL_5","UTIL_6","DEON_1","DEON_2","DEON_3","DEON_4","DEON_5","DEON_6","Post_Int_1_10","Post_Int_2_1","Post_Int_3_1","Post_Int_4_1","Q114_1","Q114_2","Q114_3","Q114_4","Q116_10","Q117_1","Q118_1","Q119_1","Q121_1","Q121_2","Q121_3","Q121_4","High_Like_Free_R","High_Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","Q163_10","Q164_1","Q165_1","Q166_1","Q169_1","Q169_2","Q169_3","Q169_4","Q171_10","Q172_1","Q173_1","Q174_1","Q176_1","Q176_2","Q176_3","Q176_4","Low_Like_Free_R","Low_Hard_Free_R","Pol_Low_1","Age_Low","Gender_Low","Race_Low","School_Low","SILS_1_1","NLINE","SNS_SCORE"
"345","1104","100","88","4","100","3","4","4","3","5","5","3","2","3","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","70","65","29","90","5","3","3","1","81","51","25","100","99","99","1","100","I liked how the real results of the survey were shared.","No challenges","6","19","2","1","1","4",0.749077797056744,3.625
"346","677","100","100","50","100","5","5","5","5","5","5","2","2","2","3","3","3","100","100","50","100","4","1","5","1","50","80","50","100","50","100","50","100","It was interesting seeing what other people's opinions are on the exercise.","n/a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5",1.37007291305186,6
"347","421","81","100","30","0","4","4","2","2","3","1","5","3","2","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","80","89","71","1","1","3","5","1","40","64","74","100","29","51","74","100","The comparisons I got to see between the different years and what other people chose was interesting.","It was pretty simple nothing hard to understand.","7","18","1","2","1","1",4.12128097165992,3.25
"348","1290","80","90","10","100","4","4","4","4","4","5","2","2","4","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","71","71","39","20","4","1","4","1","39","60","20","100","82","71","10","100","I liked how it made you rethink the same questions several times.","I kind of got confused with the wording of the directions a few times and didn't correctly put what I thought because of this.","5","19","2","1","1","3",1.84145240023135,4.25
"349","984","78","60","53","96","4","4","5","4","4","3","2","3","3","3","3","4","66","84","55","74","1","4","3","2","97","97","96","98","88","77","73","97","I liked comparing the questions from 2018 to present. ","When deciding on ethical questions I tried to pick more defined answers, but ended up clicking ""neither agree nor disagree"" for a lot of them so it was hard to take a side. ","9","20","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","4",0.869296844675792,4.25
"350","1245","70","80","10","100","5","3","4","4","5","4","3","2","5","5","5","4","","","","","","","","","","","","","","","","","","","","","","","","65","60","45","100","1","1","1","1","70","75","25","100","80","75","10","100","The straight-forward questions","Debating how much I agree/ disagree with each question. ","10","18","2","1,5","1","4",1.30790453055716,3.75
"351","912","82","98","11","1","4","4","5","3","4","5","2","2","3","2","3","4","29","54","20","76","2","1","3","1","79","87","50","88","86","85","77","100","I liked how you asked what we thought the percentages of people answered and then actually showed us what the actual percentages were.","I didn't have any, it was short and sweet and I didn't lose interest.","4","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",3.19269363151468,3.625
"352","665","100","49","35","100","4","4","4","3","5","4","1","3","3","3","2","2","61","40","61","90","4","5","5","1","44","84","82","100","100","61","31","100","I liked comparing my beliefs to that of the average American.","I found it challenging to accurately consider what the average American would believe, given the extremes in political beliefs at this point in time.","8","21","1","1","4","","","","","","","","","","","","","","","","","","","","","","","","5",2.04814592892488,4.875
"353","662","100","100","82","100","5","5","5","4","5","5","2","4","2","2","4","3","","","","","","","","","","","","","","","","","","","","","","","","82","51","92","100","5","5","3","1","90","72","29","100","100","100","81","100","I really liked estimating the answers from 2018, and then getting to see the actual results. It really put the thoughts of our society and how we may differ from them into perspective.","The death penalty question is one I go back-and-forth with. There are many people wrongfully serving the death penalty, but many, such as molesters/rapists/mass serial killers/mass shooters who I feel should have no other option but the death penalty.","6","19","2","1","2","4",4.28965704003599,3.125
"354","398","90","90","5","100","4","5","5","5","5","5","2","2","1","3","2","4","","","","","","","","","","","","","","","","","","","","","","","","40","50","75","81","2","3","1","3","70","86","40","100","87","100","1","100","I liked the fact that they provided the actual data after the estimates","None","6","18","2","1","1","5",0.752042503695135,4.75
"355","531","100","80","0","100","4","4","4","3","4","4","2","2","2","2","2","3","60","60","29","9","3","3","5","1","100","100","9","100","100","87","0","100","I got to learn about changing opinions","Some of the wording was a bit confusing causing me to put inaccurate opinions","5","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",1.08646021463916,3.5
"356","780","81","72","50","100","5","4","5","4","4","4","2","3","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","61","40","40","92","4","2","2","1","60","61","40","100","70","50","41","95","It was interesting to see the previous survey results. ","I was hard to remember what I had originally put as my answer after reading the other survey results. ","6","28","2","2","3","5",0.453429805282437,3.375
"357","514","100","78","42","100","3","4","5","2","5","5","3","2","3","1","3","3","100","49","30","100","4","5","4","5","83","70","30","100","100","75","17","100","the questions were unique and made me think","I had challenges trying to figure out what I really felt.","8","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",0.941198393419446,4.25
"358","528","93","98","50","100","4","4","5","4","5","5","3","2","3","3","2","3","","","","","","","","","","","","","","","","","","","","","","","","98","100","47","100","4","5","1","1","88","95","47","100","85","96","45","100","I really enjoyed how you put the percent of the 2018 survey up and I liked how I was able to compare my answer to the others ","none","8","18","2","1,3","1","2",4.15069363151468,3.125
"359","4499","100","80","50","100","3","5","5","4","3","5","2","3","3","4","4","4","60","70","51","83","1","3","1","1","82","92","45","100","100","68","47","100","I liked that it was direct and fast, I didn't have to think very hard about my answers. ","Trying to figure out what I thought the majority would be when answering for other people.","8","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",2.21838218623482,3.625
"360","275","26","36","100","75","3","2","3","3","3","3","3","3","3","4","3","3","42","59","40","80","2","3","2","2","44","49","43","63","46","35","82","100","I liked the sliding answer questions.","I have mixed feelings about some things.","8","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","2",4.37267140929246,3
"361","944","50","70","10","100","3","3","4","3","4","3","3","3","2","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","50","80","20","100","2","2","4","1","50","60","25","100","50","69","20","100","It forced me to think from the point of view of others as well as myself to give myself a better understanding of how others see the world around me and not just how I see it.","It is not always easy to take into consideration what everyone thinks about world issues. Certain issues are black and white and seem obvious but others are very split in ways that I did not expect so it is hard to tell sometimes.","8","21","1","5","4","5",1.03906192404087,5.375
"362","550","50","33","71","100","4","4","4","3","5","5","1","3","4","3","3","3","51","33","72","100","2","4","1","1","67","33","83","100","48","40","91","100","I like how that study asked for my opinion at the end. ","It was hard to guess what others people were thinking. ","9","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",1.58478072103335,3.375
"363","1414","81","60","50","100","4","4","4","3","5","5","3","3","4","4","3","3","","","","","","","","","","","","","","","","","","","","","","","","75","50","35","98","5","2","1","1","60","48","40","100","77","60","55","100","The questions were straight foreword. ","Nothing really, just had to think about the questions and decide what felt right in my mind. ","10","18","2","1","1","4",3.0308064520275,2.625
"364","1056","100","100","100","100","3","4","5","4","5","4","3","2","3","2","2","4","","","","","","","","","","","","","","","","","","","","","","","","59","60","40","98","5","2","1","1","60","55","33","99","100","100","0","100","It was interesting to see the actual results of those questions in 2018 compared to what I expected.","Some of the questions regarding ethicality of certain actions were hard to agree or disagree with because it depends on the circumstances.","4","19","1","1,5","2","4",0.74127291305186,3.625
